#,Image URL,Name,Subtitle,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
0669,https://img.pokemondb.net/sprites/scarlet-violet/icon/flabebe.png,Flabébé,,['Fairy'],303,44,38,39,61,79,42
0670,https://img.pokemondb.net/sprites/scarlet-violet/icon/floette.png,Floette,,['Fairy'],371,54,45,47,75,98,52
0671,https://img.pokemondb.net/sprites/scarlet-violet/icon/florges.png,Florges,,['Fairy'],552,78,65,68,112,154,75
0672,https://img.pokemondb.net/sprites/scarlet-violet/icon/skiddo.png,Skiddo,,['Grass'],350,66,65,48,62,57,52
0673,https://img.pokemondb.net/sprites/scarlet-violet/icon/gogoat.png,Gogoat,,['Grass'],531,123,100,62,97,81,68
0674,https://img.pokemondb.net/sprites/scarlet-violet/icon/pancham.png,Pancham,,['Fighting'],348,67,82,62,46,48,43
0675,https://img.pokemondb.net/sprites/scarlet-violet/icon/pangoro.png,Pangoro,,"['Fighting', 'Dark']",495,95,124,78,69,71,58
0676,https://img.pokemondb.net/sprites/scarlet-violet/icon/furfrou.png,Furfrou,,['Normal'],472,75,80,60,65,90,102
0677,https://img.pokemondb.net/sprites/scarlet-violet/icon/espurr.png,Espurr,,['Psychic'],355,62,48,54,63,60,68
0678,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowstic-male.png,Meowstic,Male,['Psychic'],466,74,48,76,83,81,104
0678,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowstic-female.png,Meowstic,Female,['Psychic'],466,74,48,76,83,81,104
0679,https://img.pokemondb.net/sprites/scarlet-violet/icon/honedge.png,Honedge,,"['Steel', 'Ghost']",325,45,80,100,35,37,28
0680,https://img.pokemondb.net/sprites/scarlet-violet/icon/doublade.png,Doublade,,"['Steel', 'Ghost']",448,59,110,150,45,49,35
0681,https://img.pokemondb.net/sprites/scarlet-violet/icon/aegislash-shield.png,Aegislash,Shield Forme,"['Steel', 'Ghost']",500,60,50,140,50,140,60
0681,https://img.pokemondb.net/sprites/scarlet-violet/icon/aegislash-blade.png,Aegislash,Blade Forme,"['Steel', 'Ghost']",500,60,140,50,140,50,60
0682,https://img.pokemondb.net/sprites/scarlet-violet/icon/spritzee.png,Spritzee,,['Fairy'],341,78,52,60,63,65,23
0683,https://img.pokemondb.net/sprites/scarlet-violet/icon/aromatisse.png,Aromatisse,,['Fairy'],462,101,72,72,99,89,29
0684,https://img.pokemondb.net/sprites/scarlet-violet/icon/swirlix.png,Swirlix,,['Fairy'],341,62,48,66,59,57,49
0685,https://img.pokemondb.net/sprites/scarlet-violet/icon/slurpuff.png,Slurpuff,,['Fairy'],480,82,80,86,85,75,72
0686,https://img.pokemondb.net/sprites/scarlet-violet/icon/inkay.png,Inkay,,"['Dark', 'Psychic']",288,53,54,53,37,46,45
0687,https://img.pokemondb.net/sprites/scarlet-violet/icon/malamar.png,Malamar,,"['Dark', 'Psychic']",482,86,92,88,68,75,73
0688,https://img.pokemondb.net/sprites/scarlet-violet/icon/binacle.png,Binacle,,"['Rock', 'Water']",306,42,52,67,39,56,50
0689,https://img.pokemondb.net/sprites/scarlet-violet/icon/barbaracle.png,Barbaracle,,"['Rock', 'Water']",500,72,105,115,54,86,68
0690,https://img.pokemondb.net/sprites/scarlet-violet/icon/skrelp.png,Skrelp,,"['Poison', 'Water']",320,50,60,60,60,60,30
0691,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragalge.png,Dragalge,,"['Poison', 'Dragon']",494,65,75,90,97,123,44
0692,https://img.pokemondb.net/sprites/scarlet-violet/icon/clauncher.png,Clauncher,,['Water'],330,50,53,62,58,63,44
0693,https://img.pokemondb.net/sprites/scarlet-violet/icon/clawitzer.png,Clawitzer,,['Water'],500,71,73,88,120,89,59
0694,https://img.pokemondb.net/sprites/scarlet-violet/icon/helioptile.png,Helioptile,,"['Electric', 'Normal']",289,44,38,33,61,43,70
0695,https://img.pokemondb.net/sprites/scarlet-violet/icon/heliolisk.png,Heliolisk,,"['Electric', 'Normal']",481,62,55,52,109,94,109
0696,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrunt.png,Tyrunt,,"['Rock', 'Dragon']",362,58,89,77,45,45,48
0697,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrantrum.png,Tyrantrum,,"['Rock', 'Dragon']",521,82,121,119,69,59,71
0698,https://img.pokemondb.net/sprites/scarlet-violet/icon/amaura.png,Amaura,,"['Rock', 'Ice']",362,77,59,50,67,63,46
0699,https://img.pokemondb.net/sprites/scarlet-violet/icon/aurorus.png,Aurorus,,"['Rock', 'Ice']",521,123,77,72,99,92,58
0700,https://img.pokemondb.net/sprites/scarlet-violet/icon/sylveon.png,Sylveon,,['Fairy'],525,95,65,65,110,130,60
0701,https://img.pokemondb.net/sprites/scarlet-violet/icon/hawlucha.png,Hawlucha,,"['Fighting', 'Flying']",500,78,92,75,74,63,118
0702,https://img.pokemondb.net/sprites/scarlet-violet/icon/dedenne.png,Dedenne,,"['Electric', 'Fairy']",431,67,58,57,81,67,101
0703,https://img.pokemondb.net/sprites/scarlet-violet/icon/carbink.png,Carbink,,"['Rock', 'Fairy']",500,50,50,150,50,150,50
0704,https://img.pokemondb.net/sprites/scarlet-violet/icon/goomy.png,Goomy,,['Dragon'],300,45,50,35,55,75,40
0705,https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo.png,Sliggoo,,['Dragon'],452,68,75,53,83,113,60
0705,https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo-hisuian.png,Sliggoo,Hisuian Sliggoo,"['Steel', 'Dragon']",452,58,75,83,83,113,40
0706,https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra.png,Goodra,,['Dragon'],600,90,100,70,110,150,80
0706,https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra-hisuian.png,Goodra,Hisuian Goodra,"['Steel', 'Dragon']",600,80,100,100,110,150,60
0707,https://img.pokemondb.net/sprites/scarlet-violet/icon/klefki.png,Klefki,,"['Steel', 'Fairy']",470,57,80,91,80,87,75
0708,https://img.pokemondb.net/sprites/scarlet-violet/icon/phantump.png,Phantump,,"['Ghost', 'Grass']",309,43,70,48,50,60,38
0709,https://img.pokemondb.net/sprites/scarlet-violet/icon/trevenant.png,Trevenant,,"['Ghost', 'Grass']",474,85,110,76,65,82,56
0710,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-average.png,Pumpkaboo,Average Size,"['Ghost', 'Grass']",335,49,66,70,44,55,51
0710,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-small.png,Pumpkaboo,Small Size,"['Ghost', 'Grass']",335,44,66,70,44,55,56
0710,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-large.png,Pumpkaboo,Large Size,"['Ghost', 'Grass']",335,54,66,70,44,55,46
0710,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-super.png,Pumpkaboo,Super Size,"['Ghost', 'Grass']",335,59,66,70,44,55,41
0711,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-average.png,Gourgeist,Average Size,"['Ghost', 'Grass']",494,65,90,122,58,75,84
0711,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-small.png,Gourgeist,Small Size,"['Ghost', 'Grass']",494,55,85,122,58,75,99
0711,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-large.png,Gourgeist,Large Size,"['Ghost', 'Grass']",494,75,95,122,58,75,69
0711,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-super.png,Gourgeist,Super Size,"['Ghost', 'Grass']",494,85,100,122,58,75,54
0712,https://img.pokemondb.net/sprites/scarlet-violet/icon/bergmite.png,Bergmite,,['Ice'],304,55,69,85,32,35,28
0713,https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg.png,Avalugg,,['Ice'],514,95,117,184,44,46,28
0713,https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg-hisuian.png,Avalugg,Hisuian Avalugg,"['Ice', 'Rock']",514,95,127,184,34,36,38
0714,https://img.pokemondb.net/sprites/scarlet-violet/icon/noibat.png,Noibat,,"['Flying', 'Dragon']",245,40,30,35,45,40,55
0715,https://img.pokemondb.net/sprites/scarlet-violet/icon/noivern.png,Noivern,,"['Flying', 'Dragon']",535,85,70,80,97,80,123
0716,https://img.pokemondb.net/sprites/scarlet-violet/icon/xerneas.png,Xerneas,,['Fairy'],680,126,131,95,131,98,99
0717,https://img.pokemondb.net/sprites/scarlet-violet/icon/yveltal.png,Yveltal,,"['Dark', 'Flying']",680,126,131,95,131,98,99
0718,https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-50.png,Zygarde,50% Forme,"['Dragon', 'Ground']",600,108,100,121,81,95,95
0718,https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-10.png,Zygarde,10% Forme,"['Dragon', 'Ground']",486,54,100,71,61,85,115
0718,https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-complete.png,Zygarde,Complete Forme,"['Dragon', 'Ground']",708,216,100,121,91,95,85
0719,https://img.pokemondb.net/sprites/scarlet-violet/icon/diancie.png,Diancie,,"['Rock', 'Fairy']",600,50,100,150,100,150,50
0719,https://img.pokemondb.net/sprites/scarlet-violet/icon/diancie-mega.png,Diancie,Mega Diancie,"['Rock', 'Fairy']",700,50,160,110,160,110,110
0720,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoopa-confined.png,Hoopa,Hoopa Confined,"['Psychic', 'Ghost']",600,80,110,60,150,130,70
0720,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoopa-unbound.png,Hoopa,Hoopa Unbound,"['Psychic', 'Dark']",680,80,160,60,170,130,80
0721,https://img.pokemondb.net/sprites/scarlet-violet/icon/volcanion.png,Volcanion,,"['Fire', 'Water']",600,80,110,120,130,90,70
0722,https://img.pokemondb.net/sprites/scarlet-violet/icon/rowlet.png,Rowlet,,"['Grass', 'Flying']",320,68,55,55,50,50,42
0723,https://img.pokemondb.net/sprites/scarlet-violet/icon/dartrix.png,Dartrix,,"['Grass', 'Flying']",420,78,75,75,70,70,52
0724,https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye.png,Decidueye,,"['Grass', 'Ghost']",530,78,107,75,100,100,70
0724,https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye-hisuian.png,Decidueye,Hisuian Decidueye,"['Grass', 'Fighting']",530,88,112,80,95,95,60
0725,https://img.pokemondb.net/sprites/scarlet-violet/icon/litten.png,Litten,,['Fire'],320,45,65,40,60,40,70
0726,https://img.pokemondb.net/sprites/scarlet-violet/icon/torracat.png,Torracat,,['Fire'],420,65,85,50,80,50,90
0727,https://img.pokemondb.net/sprites/scarlet-violet/icon/incineroar.png,Incineroar,,"['Fire', 'Dark']",530,95,115,90,80,90,60
0728,https://img.pokemondb.net/sprites/scarlet-violet/icon/popplio.png,Popplio,,['Water'],320,50,54,54,66,56,40
0729,https://img.pokemondb.net/sprites/scarlet-violet/icon/brionne.png,Brionne,,['Water'],420,60,69,69,91,81,50
0730,https://img.pokemondb.net/sprites/scarlet-violet/icon/primarina.png,Primarina,,"['Water', 'Fairy']",530,80,74,74,126,116,60
0731,https://img.pokemondb.net/sprites/scarlet-violet/icon/pikipek.png,Pikipek,,"['Normal', 'Flying']",265,35,75,30,30,30,65
0732,https://img.pokemondb.net/sprites/scarlet-violet/icon/trumbeak.png,Trumbeak,,"['Normal', 'Flying']",355,55,85,50,40,50,75
0733,https://img.pokemondb.net/sprites/scarlet-violet/icon/toucannon.png,Toucannon,,"['Normal', 'Flying']",485,80,120,75,75,75,60
0734,https://img.pokemondb.net/sprites/scarlet-violet/icon/yungoos.png,Yungoos,,['Normal'],253,48,70,30,30,30,45
0735,https://img.pokemondb.net/sprites/scarlet-violet/icon/gumshoos.png,Gumshoos,,['Normal'],418,88,110,60,55,60,45
0736,https://img.pokemondb.net/sprites/scarlet-violet/icon/grubbin.png,Grubbin,,['Bug'],300,47,62,45,55,45,46
0737,https://img.pokemondb.net/sprites/scarlet-violet/icon/charjabug.png,Charjabug,,"['Bug', 'Electric']",400,57,82,95,55,75,36
0738,https://img.pokemondb.net/sprites/scarlet-violet/icon/vikavolt.png,Vikavolt,,"['Bug', 'Electric']",500,77,70,90,145,75,43
0739,https://img.pokemondb.net/sprites/scarlet-violet/icon/crabrawler.png,Crabrawler,,['Fighting'],338,47,82,57,42,47,63
0740,https://img.pokemondb.net/sprites/scarlet-violet/icon/crabominable.png,Crabominable,,"['Fighting', 'Ice']",478,97,132,77,62,67,43
0741,https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-baile.png,Oricorio,Baile Style,"['Fire', 'Flying']",476,75,70,70,98,70,93
0741,https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-pom-pom.png,Oricorio,Pom-Pom Style,"['Electric', 'Flying']",476,75,70,70,98,70,93
0741,https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-pau.png,Oricorio,Pa'u Style,"['Psychic', 'Flying']",476,75,70,70,98,70,93
0741,https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-sensu.png,Oricorio,Sensu Style,"['Ghost', 'Flying']",476,75,70,70,98,70,93
0742,https://img.pokemondb.net/sprites/scarlet-violet/icon/cutiefly.png,Cutiefly,,"['Bug', 'Fairy']",304,40,45,40,55,40,84
0743,https://img.pokemondb.net/sprites/scarlet-violet/icon/ribombee.png,Ribombee,,"['Bug', 'Fairy']",464,60,55,60,95,70,124
0744,https://img.pokemondb.net/sprites/scarlet-violet/icon/rockruff.png,Rockruff,,['Rock'],280,45,65,40,30,40,60
0744,https://img.pokemondb.net/sprites/scarlet-violet/icon/rockruff-own-tempo.png,Rockruff,Own Tempo Rockruff,['Rock'],280,45,65,40,30,40,60
0745,https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-midday.png,Lycanroc,Midday Form,['Rock'],487,75,115,65,55,65,112
0745,https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-midnight.png,Lycanroc,Midnight Form,['Rock'],487,85,115,75,55,75,82
0745,https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-dusk.png,Lycanroc,Dusk Form,['Rock'],487,75,117,65,55,65,110
0746,https://img.pokemondb.net/sprites/scarlet-violet/icon/wishiwashi-solo.png,Wishiwashi,Solo Form,['Water'],175,45,20,20,25,25,40
0746,https://img.pokemondb.net/sprites/scarlet-violet/icon/wishiwashi-school.png,Wishiwashi,School Form,['Water'],620,45,140,130,140,135,30
0747,https://img.pokemondb.net/sprites/scarlet-violet/icon/mareanie.png,Mareanie,,"['Poison', 'Water']",305,50,53,62,43,52,45
0748,https://img.pokemondb.net/sprites/scarlet-violet/icon/toxapex.png,Toxapex,,"['Poison', 'Water']",495,50,63,152,53,142,35
0749,https://img.pokemondb.net/sprites/scarlet-violet/icon/mudbray.png,Mudbray,,['Ground'],385,70,100,70,45,55,45
0750,https://img.pokemondb.net/sprites/scarlet-violet/icon/mudsdale.png,Mudsdale,,['Ground'],500,100,125,100,55,85,35
0751,https://img.pokemondb.net/sprites/scarlet-violet/icon/dewpider.png,Dewpider,,"['Water', 'Bug']",269,38,40,52,40,72,27
0752,https://img.pokemondb.net/sprites/scarlet-violet/icon/araquanid.png,Araquanid,,"['Water', 'Bug']",454,68,70,92,50,132,42
0753,https://img.pokemondb.net/sprites/scarlet-violet/icon/fomantis.png,Fomantis,,['Grass'],250,40,55,35,50,35,35
0754,https://img.pokemondb.net/sprites/scarlet-violet/icon/lurantis.png,Lurantis,,['Grass'],480,70,105,90,80,90,45
0755,https://img.pokemondb.net/sprites/scarlet-violet/icon/morelull.png,Morelull,,"['Grass', 'Fairy']",285,40,35,55,65,75,15
0756,https://img.pokemondb.net/sprites/scarlet-violet/icon/shiinotic.png,Shiinotic,,"['Grass', 'Fairy']",405,60,45,80,90,100,30
0757,https://img.pokemondb.net/sprites/scarlet-violet/icon/salandit.png,Salandit,,"['Poison', 'Fire']",320,48,44,40,71,40,77
0758,https://img.pokemondb.net/sprites/scarlet-violet/icon/salazzle.png,Salazzle,,"['Poison', 'Fire']",480,68,64,60,111,60,117
0759,https://img.pokemondb.net/sprites/scarlet-violet/icon/stufful.png,Stufful,,"['Normal', 'Fighting']",340,70,75,50,45,50,50
0760,https://img.pokemondb.net/sprites/scarlet-violet/icon/bewear.png,Bewear,,"['Normal', 'Fighting']",500,120,125,80,55,60,60
0761,https://img.pokemondb.net/sprites/scarlet-violet/icon/bounsweet.png,Bounsweet,,['Grass'],210,42,30,38,30,38,32
0762,https://img.pokemondb.net/sprites/scarlet-violet/icon/steenee.png,Steenee,,['Grass'],290,52,40,48,40,48,62
0763,https://img.pokemondb.net/sprites/scarlet-violet/icon/tsareena.png,Tsareena,,['Grass'],510,72,120,98,50,98,72
0764,https://img.pokemondb.net/sprites/scarlet-violet/icon/comfey.png,Comfey,,['Fairy'],485,51,52,90,82,110,100
0765,https://img.pokemondb.net/sprites/scarlet-violet/icon/oranguru.png,Oranguru,,"['Normal', 'Psychic']",490,90,60,80,90,110,60
0766,https://img.pokemondb.net/sprites/scarlet-violet/icon/passimian.png,Passimian,,['Fighting'],490,100,120,90,40,60,80
0767,https://img.pokemondb.net/sprites/scarlet-violet/icon/wimpod.png,Wimpod,,"['Bug', 'Water']",230,25,35,40,20,30,80
0768,https://img.pokemondb.net/sprites/scarlet-violet/icon/golisopod.png,Golisopod,,"['Bug', 'Water']",530,75,125,140,60,90,40
0769,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandygast.png,Sandygast,,"['Ghost', 'Ground']",320,55,55,80,70,45,15
0770,https://img.pokemondb.net/sprites/scarlet-violet/icon/palossand.png,Palossand,,"['Ghost', 'Ground']",480,85,75,110,100,75,35
0771,https://img.pokemondb.net/sprites/scarlet-violet/icon/pyukumuku.png,Pyukumuku,,['Water'],410,55,60,130,30,130,5
0772,https://img.pokemondb.net/sprites/scarlet-violet/icon/type-null.png,Type: Null,,['Normal'],534,95,95,95,95,95,59
0773,https://img.pokemondb.net/sprites/scarlet-violet/icon/silvally.png,Silvally,,['Normal'],570,95,95,95,95,95,95
0774,https://img.pokemondb.net/sprites/scarlet-violet/icon/minior-meteor.png,Minior,Meteor Form,"['Rock', 'Flying']",440,60,60,100,60,100,60
0774,https://img.pokemondb.net/sprites/scarlet-violet/icon/minior-core.png,Minior,Core Form,"['Rock', 'Flying']",500,60,100,60,100,60,120
0775,https://img.pokemondb.net/sprites/scarlet-violet/icon/komala.png,Komala,,['Normal'],480,65,115,65,75,95,65
0776,https://img.pokemondb.net/sprites/scarlet-violet/icon/turtonator.png,Turtonator,,"['Fire', 'Dragon']",485,60,78,135,91,85,36
0777,https://img.pokemondb.net/sprites/scarlet-violet/icon/togedemaru.png,Togedemaru,,"['Electric', 'Steel']",435,65,98,63,40,73,96
0778,https://img.pokemondb.net/sprites/scarlet-violet/icon/mimikyu.png,Mimikyu,,"['Ghost', 'Fairy']",476,55,90,80,50,105,96
0779,https://img.pokemondb.net/sprites/scarlet-violet/icon/bruxish.png,Bruxish,,"['Water', 'Psychic']",475,68,105,70,70,70,92
0780,https://img.pokemondb.net/sprites/scarlet-violet/icon/drampa.png,Drampa,,"['Normal', 'Dragon']",485,78,60,85,135,91,36
0781,https://img.pokemondb.net/sprites/scarlet-violet/icon/dhelmise.png,Dhelmise,,"['Ghost', 'Grass']",517,70,131,100,86,90,40
0782,https://img.pokemondb.net/sprites/scarlet-violet/icon/jangmo-o.png,Jangmo-o,,['Dragon'],300,45,55,65,45,45,45
0783,https://img.pokemondb.net/sprites/scarlet-violet/icon/hakamo-o.png,Hakamo-o,,"['Dragon', 'Fighting']",420,55,75,90,65,70,65
0784,https://img.pokemondb.net/sprites/scarlet-violet/icon/kommo-o.png,Kommo-o,,"['Dragon', 'Fighting']",600,75,110,125,100,105,85
0785,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-koko.png,Tapu Koko,,"['Electric', 'Fairy']",570,70,115,85,95,75,130
0786,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-lele.png,Tapu Lele,,"['Psychic', 'Fairy']",570,70,85,75,130,115,95
0787,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-bulu.png,Tapu Bulu,,"['Grass', 'Fairy']",570,70,130,115,85,95,75
0788,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-fini.png,Tapu Fini,,"['Water', 'Fairy']",570,70,75,115,95,130,85
0789,https://img.pokemondb.net/sprites/scarlet-violet/icon/cosmog.png,Cosmog,,['Psychic'],200,43,29,31,29,31,37
0790,https://img.pokemondb.net/sprites/scarlet-violet/icon/cosmoem.png,Cosmoem,,['Psychic'],400,43,29,131,29,131,37
0791,https://img.pokemondb.net/sprites/scarlet-violet/icon/solgaleo.png,Solgaleo,,"['Psychic', 'Steel']",680,137,137,107,113,89,97
0792,https://img.pokemondb.net/sprites/scarlet-violet/icon/lunala.png,Lunala,,"['Psychic', 'Ghost']",680,137,113,89,137,107,97
0793,https://img.pokemondb.net/sprites/scarlet-violet/icon/nihilego.png,Nihilego,,"['Rock', 'Poison']",570,109,53,47,127,131,103
0794,https://img.pokemondb.net/sprites/scarlet-violet/icon/buzzwole.png,Buzzwole,,"['Bug', 'Fighting']",570,107,139,139,53,53,79
0795,https://img.pokemondb.net/sprites/scarlet-violet/icon/pheromosa.png,Pheromosa,,"['Bug', 'Fighting']",570,71,137,37,137,37,151
0796,https://img.pokemondb.net/sprites/scarlet-violet/icon/xurkitree.png,Xurkitree,,['Electric'],570,83,89,71,173,71,83
0797,https://img.pokemondb.net/sprites/scarlet-violet/icon/celesteela.png,Celesteela,,"['Steel', 'Flying']",570,97,101,103,107,101,61
0798,https://img.pokemondb.net/sprites/scarlet-violet/icon/kartana.png,Kartana,,"['Grass', 'Steel']",570,59,181,131,59,31,109
0799,https://img.pokemondb.net/sprites/scarlet-violet/icon/guzzlord.png,Guzzlord,,"['Dark', 'Dragon']",570,223,101,53,97,53,43
0800,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma.png,Necrozma,,['Psychic'],600,97,107,101,127,89,79
0800,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-dusk-mane.png,Necrozma,Dusk Mane Necrozma,"['Psychic', 'Steel']",680,97,157,127,113,109,77
0800,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-dawn-wings.png,Necrozma,Dawn Wings Necrozma,"['Psychic', 'Ghost']",680,97,113,109,157,127,77
0800,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-ultra.png,Necrozma,Ultra Necrozma,"['Psychic', 'Dragon']",754,97,167,97,167,97,129
0801,https://img.pokemondb.net/sprites/scarlet-violet/icon/magearna.png,Magearna,,"['Steel', 'Fairy']",600,80,95,115,130,115,65
0802,https://img.pokemondb.net/sprites/scarlet-violet/icon/marshadow.png,Marshadow,,"['Fighting', 'Ghost']",600,90,125,80,90,90,125
0803,https://img.pokemondb.net/sprites/scarlet-violet/icon/poipole.png,Poipole,,['Poison'],420,67,73,67,73,67,73
0804,https://img.pokemondb.net/sprites/scarlet-violet/icon/naganadel.png,Naganadel,,"['Poison', 'Dragon']",540,73,73,73,127,73,121
0805,https://img.pokemondb.net/sprites/scarlet-violet/icon/stakataka.png,Stakataka,,"['Rock', 'Steel']",570,61,131,211,53,101,13
0806,https://img.pokemondb.net/sprites/scarlet-violet/icon/blacephalon.png,Blacephalon,,"['Fire', 'Ghost']",570,53,127,53,151,79,107
0807,https://img.pokemondb.net/sprites/scarlet-violet/icon/zeraora.png,Zeraora,,['Electric'],600,88,112,75,102,80,143
0808,https://img.pokemondb.net/sprites/scarlet-violet/icon/meltan.png,Meltan,,['Steel'],300,46,65,65,55,35,34
0809,https://img.pokemondb.net/sprites/scarlet-violet/icon/melmetal.png,Melmetal,,['Steel'],600,135,143,143,80,65,34
0810,https://img.pokemondb.net/sprites/scarlet-violet/icon/grookey.png,Grookey,,['Grass'],310,50,65,50,40,40,65
0811,https://img.pokemondb.net/sprites/scarlet-violet/icon/thwackey.png,Thwackey,,['Grass'],420,70,85,70,55,60,80
0812,https://img.pokemondb.net/sprites/scarlet-violet/icon/rillaboom.png,Rillaboom,,['Grass'],530,100,125,90,60,70,85
0813,https://img.pokemondb.net/sprites/scarlet-violet/icon/scorbunny.png,Scorbunny,,['Fire'],310,50,71,40,40,40,69
0814,https://img.pokemondb.net/sprites/scarlet-violet/icon/raboot.png,Raboot,,['Fire'],420,65,86,60,55,60,94
0815,https://img.pokemondb.net/sprites/scarlet-violet/icon/cinderace.png,Cinderace,,['Fire'],530,80,116,75,65,75,119
0816,https://img.pokemondb.net/sprites/scarlet-violet/icon/sobble.png,Sobble,,['Water'],310,50,40,40,70,40,70
0817,https://img.pokemondb.net/sprites/scarlet-violet/icon/drizzile.png,Drizzile,,['Water'],420,65,60,55,95,55,90
0818,https://img.pokemondb.net/sprites/scarlet-violet/icon/inteleon.png,Inteleon,,['Water'],530,70,85,65,125,65,120
0819,https://img.pokemondb.net/sprites/scarlet-violet/icon/skwovet.png,Skwovet,,['Normal'],275,70,55,55,35,35,25
0820,https://img.pokemondb.net/sprites/scarlet-violet/icon/greedent.png,Greedent,,['Normal'],460,120,95,95,55,75,20
0821,https://img.pokemondb.net/sprites/scarlet-violet/icon/rookidee.png,Rookidee,,['Flying'],245,38,47,35,33,35,57
0822,https://img.pokemondb.net/sprites/scarlet-violet/icon/corvisquire.png,Corvisquire,,['Flying'],365,68,67,55,43,55,77
0823,https://img.pokemondb.net/sprites/scarlet-violet/icon/corviknight.png,Corviknight,,"['Flying', 'Steel']",495,98,87,105,53,85,67
0824,https://img.pokemondb.net/sprites/scarlet-violet/icon/blipbug.png,Blipbug,,['Bug'],180,25,20,20,25,45,45
0825,https://img.pokemondb.net/sprites/scarlet-violet/icon/dottler.png,Dottler,,"['Bug', 'Psychic']",335,50,35,80,50,90,30
0826,https://img.pokemondb.net/sprites/scarlet-violet/icon/orbeetle.png,Orbeetle,,"['Bug', 'Psychic']",505,60,45,110,80,120,90
0827,https://img.pokemondb.net/sprites/scarlet-violet/icon/nickit.png,Nickit,,['Dark'],245,40,28,28,47,52,50
0828,https://img.pokemondb.net/sprites/scarlet-violet/icon/thievul.png,Thievul,,['Dark'],455,70,58,58,87,92,90
0829,https://img.pokemondb.net/sprites/scarlet-violet/icon/gossifleur.png,Gossifleur,,['Grass'],250,40,40,60,40,60,10
0830,https://img.pokemondb.net/sprites/scarlet-violet/icon/eldegoss.png,Eldegoss,,['Grass'],460,60,50,90,80,120,60
0831,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooloo.png,Wooloo,,['Normal'],270,42,40,55,40,45,48
0832,https://img.pokemondb.net/sprites/scarlet-violet/icon/dubwool.png,Dubwool,,['Normal'],490,72,80,100,60,90,88
0833,https://img.pokemondb.net/sprites/scarlet-violet/icon/chewtle.png,Chewtle,,['Water'],284,50,64,50,38,38,44
0834,https://img.pokemondb.net/sprites/scarlet-violet/icon/drednaw.png,Drednaw,,"['Water', 'Rock']",485,90,115,90,48,68,74
0835,https://img.pokemondb.net/sprites/scarlet-violet/icon/yamper.png,Yamper,,['Electric'],270,59,45,50,40,50,26
0836,https://img.pokemondb.net/sprites/scarlet-violet/icon/boltund.png,Boltund,,['Electric'],490,69,90,60,90,60,121
0837,https://img.pokemondb.net/sprites/scarlet-violet/icon/rolycoly.png,Rolycoly,,['Rock'],240,30,40,50,40,50,30
0838,https://img.pokemondb.net/sprites/scarlet-violet/icon/carkol.png,Carkol,,"['Rock', 'Fire']",410,80,60,90,60,70,50
0839,https://img.pokemondb.net/sprites/scarlet-violet/icon/coalossal.png,Coalossal,,"['Rock', 'Fire']",510,110,80,120,80,90,30
